MFN;Columna;Antes;Despues
031369;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
031370;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
031371;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031372;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031373;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031374;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031375;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031376;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
031378;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031380;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
031383;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
031385;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031386;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
031387;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
