MFN;Columna;Antes;Despues
005239;v22_Autor_personal;Taibo, Lucía<|>Behar, Alberto<|>Raitzin, Carlos;Taibo, Lucía Noemí<|>Behar, Alberto<|>Raitzin, Carlos
005242;v22_Autor_personal;Behar, Alberto<|>Taibo, Lucía;Behar, Alberto<|>Taibo, Lucía Noemí
005244;v22_Autor_personal;Taibo, Lucía<|>Glasserman de Dayan, Hilda;Taibo, Lucía Noemí<|>Glasserman de Dayan, Hilda
005256;v22_Autor_personal;Barcelo, Lucía E.<|>Taibo, Lucía;Barcelo, Lucía E.<|>Taibo, Lucía Noemí
005277;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan;Marino, Patricia Noemí<|>Garófalo, Juan
005325;v22_Autor_personal;Garófalo, Juan<|>Marino, Patricia<|>Carpintero, Jorge;Garófalo, Juan<|>Marino, Patricia Noemí<|>Carpintero, Jorge
005357;v22_Autor_personal;Pérez Zelaschi, Marina Luisa<|>Marino, Patricia<|>Lupi, Daniel<|>Ladrón González, Luis Alfredo<|>Berset, Alberto;Pérez Zelaschi, Marina Luisa<|>Marino, Patricia Noemí<|>Lupi, Daniel<|>Ladrón González, Luis Alfredo<|>Berset, Alberto
005397;v22_Autor_personal;Berset, Alberto<|>Ladrón González, Luis Alfredo<|>Lupi, Daniel<|>Marino, Patricia<|>Pérez Zelaschi, Marina Luisa;Berset, Alberto<|>Ladrón González, Luis Alfredo<|>Lupi, Daniel<|>Marino, Patricia Noemí<|>Pérez Zelaschi, Marina Luisa
005413;v22_Autor_personal;Taibo, Lucía<|>Barcelo, Lucía E.<|>Riganti, Jorge M.;Taibo, Lucía Noemí<|>Barcelo, Lucía E.<|>Riganti, Jorge M.
005414;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan<|>Barella Miró, Alberto<|>Manich, Alberto M.<|>Castro, L.;Marino, Patricia Noemí<|>Garófalo, Juan<|>Barella Miró, Alberto<|>Manich, Alberto M.<|>Castro, L.
005506;v22_Autor_personal;Marino, Patricia<|>Bares, Patricia L.<|>Siro, María D.;Marino, Patricia Noemí<|>Bares, Patricia L.<|>Siro, María D.
005507;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan;Marino, Patricia Noemí<|>Garófalo, Juan
005508;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan<|>Carpintero, Jorge;Marino, Patricia Noemí<|>Garófalo, Juan<|>Carpintero, Jorge
005510;v22_Autor_personal;Buonamico, Héctor Daniel<|>Marino, Patricia<|>Garófalo, Juan<|>Pasich, Luis<|>Suchowinsky, Teodoro<|>Ricciardi, Aldo A.;Buonamico, Héctor Daniel<|>Marino, Patricia Noemí<|>Garófalo, Juan<|>Pasich, Luis<|>Suchowinsky, Teodoro<|>Ricciardi, Aldo A.
005627;v22_Autor_personal;Barceló, Lucía E.<|>Taibo, Lucía;Barceló, Lucía E.<|>Taibo, Lucía Noemí
005703;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan;Marino, Patricia Noemí<|>Garófalo, Juan
005796;v22_Autor_personal;Marino, Patricia;Marino, Patricia Noemí
005802;v22_Autor_personal;Marino, Patricia<|>Enciso, Carlos H.;Marino, Patricia Noemí<|>Enciso, Carlos H.
005814;v22_Autor_personal;Barella Miró, Alberto<|>Manich, Alberto M.<|>Marino, Patricia<|>Garófalo, Juan;Barella Miró, Alberto<|>Manich, Alberto M.<|>Marino, Patricia Noemí<|>Garófalo, Juan
006032;v22_Autor_personal;Marino, Patricia;Marino, Patricia Noemí
006245;v22_Autor_personal;Taibo, Lucía<|>Barcelo, Lucía E.;Taibo, Lucía Noemí<|>Barcelo, Lucía E.
006263;v22_Autor_personal;Pedrani de Silvestri, Mirta N.<|>Gracia de Giol, María V.<|>Buljan de Manzino, María E.<|>Martínez, C.D.;Pedrani de Silvestri, Mirta N.<|>Gracia de Giol, María V.<|>Buljan de Manzino, María E.<|>Martínez, Carlos Daniel
006374;v22_Autor_personal;Pedrani de Silvestri, Mirta N.<|>García, M.V.<|>Buljan de Manzino, María E.<|>Martínez, C.D.;Pedrani de Silvestri, Mirta N.<|>García, M.V.<|>Buljan de Manzino, María E.<|>Martínez, Carlos Daniel
008775;v22_Autor_personal;Degrossi, O.<|>Méndez, M.A.<|>Gotta, H.;Degrossi, O.<|>Méndez, Miguel Ángel<|>Gotta, H.
010627;v22_Autor_personal;Díaz, G.<|>Sbatella, J.A.;Díaz, G. G.<|>Sbatella, J.A.
013659;v22_Autor_personal;Cantera, C.S.<|>Greco, C.A.<|>De Giusti, M.<|>Bereciartua, P;Cantera, Carlos Santos<|>Greco, C.A.<|>De Giusti, M.<|>Bereciartua, P
013661;v22_Autor_personal;Cantera, C.S.<|>Angelinetti, Alberto R.<|>Altobelli, G.<|>Gaita, G.;Cantera, Carlos Santos<|>Angelinetti, Alberto R.<|>Altobelli, G.<|>Gaita, G.
015253;v22_Autor_personal;Torrent, R.J.;Torrent, Roberto J.
017648;v22_Autor_personal;Bainotti, C.T.<|>Fraschina, J.A.<|>Salines, J.<|>Galich, A.N.<|>Galich, M.T.V. de<|>Cuniberti, M.B.<|>Tenaglia, G.C.<|>Formica, M.B.;Bainotti, Carlos Tomás<|>Fraschina, J.A.<|>Salines, J.<|>Galich, A.N.<|>Galich, M.T.V. de<|>Cuniberti, M.B.<|>Tenaglia, G.C.<|>Formica, M.B.
019343;v22_Autor_personal;Passarelli, G.<|>Eisenberg, P.<|>Inocenti, M.C.<|>Mollo, M.<|>Lucas, J.C.;Passarelli, G.<|>Eisenberg, P.<|>Inocenti, María Cristina<|>Mollo, M.<|>Lucas, J.C.
019522;v22_Autor_personal;Bassani, L.C.<|>Di Lillo, L.D.;Bassani, L.C.<|>Di Lillo, Lucas Daniel
020220;v22_Autor_personal;García, A.<|>Navarro, C.<|>Díaz, M.<|>Villar, J.<|>Torres, O.;García, A.<|>Navarro, C.<|>Díaz, María Victoria<|>Villar, J.<|>Torres, O.
020666;v22_Autor_personal;Marino, Patricia<|>Saldivia, Marcela;Marino, Patricia Noemí<|>Saldivia, Marcela
020918;v22_Autor_personal;Frey, María Graciela<|>De Tullio, Luis<|>Marino, Patricia;Frey, María Graciela<|>De Tullio, Luis<|>Marino, Patricia Noemí
021123;v22_Autor_personal;Bassani, L.C.<|>Di Lillo, L.D.;Bassani, L.C.<|>Di Lillo, Lucas Daniel
021569;v54_Notas;Documento elaborado por una subcomisión de Recursos Humanos integrada por Moina, C., Berardo, L., Berset, A., Buttini, S., Finocchiaro, C., Giorgi, L., Martínez, B., Naucevich, A., Ocaña, J., Paladino, G., Pilot, C., Quinteiro, M., Resnik, C., Rubio, M. y Schiavone, J.C.;Documento elaborado por una subcomisión de Recursos Humanos integrada por Moina, Carlos Alberto, Berardo, Liliana, Berset, A., Buttini, S., Finocchiaro, C., Giorgi, L., Martínez, B., Naucevich, A., Ocaña, J., Paladino, G., Pilot, C., Quinteiro, M., Resnik, C., Rubio, M. y Schiavone, J.C.
022043;v22_Autor_personal;Lamas, D.G.<|>Fraigi, L.B.<|>Juárez, R.E.<|>Walsöe de Reca, N.E.;Lamas, D.G.<|>Fraigi, Liliana Beatriz<|>Juárez, R.E.<|>Walsöe de Reca, N.E.
022044;v22_Autor_personal;Fraigi, L.B.<|>Lamas, D.G.<|>Walsöe de Reca, N.E.;Fraigi, Liliana Beatriz<|>Lamas, D.G.<|>Walsöe de Reca, N.E.
022046;v22_Autor_personal;Moina, C.A.<|>Oliveira-Versic, L. de<|>Vazdar, M.;Moina, Carlos Alberto<|>Oliveira-Versic, L. de<|>Vazdar, M.
023477;v22_Autor_personal;Armesto, Javier<|>Marino, Patricia<|>Pérez Zelaschi, Marina Luisa<|>Velázquez, Graciela;Armesto, Javier<|>Marino, Patricia Noemí<|>Pérez Zelaschi, Marina Luisa<|>Velázquez, Graciela
023525;v22_Autor_personal;Marino, Patricia<|>Saldivia, Marcela<|>Garófalo, Juan;Marino, Patricia Noemí<|>Saldivia, Marcela<|>Garófalo, Juan
025458;v22_Autor_personal;Pérez, Daniela<|>Mazzone, Lucia;Pérez, Daniela Joana<|>Mazzone, Lucia
025705;v22_Autor_personal;Castañeda, Roberto Aníbal<|>Ogara, Mario<|>Storani, Eduardo<|>Fiora, Jorge A.<|>Roberts, Laura<|>Bermejo, Angel<|>González, Marcelo<|>Aguzin, Fernando<|>Gatti, Patricia<|>Speranza, Jorge<|>Feilbogen, Ernesto<|>Glaz, Damián<|>Aguilar, Leandro Javier Ceferino;Castañeda, Roberto Aníbal<|>Ogara, Mario<|>Storani, Eduardo Enrique<|>Fiora, Jorge A.<|>Roberts, Laura<|>Bermejo, Angel<|>González, Marcelo<|>Aguzin, Fernando<|>Gatti, Patricia<|>Speranza, Jorge Luis<|>Feilbogen, Ernesto<|>Glaz, Damián<|>Aguilar, Leandro Javier Ceferino
026259;v22_Autor_personal;Cogno, J.A.<|>Conno, J.C.;Cogno, Jorge Adrián<|>Conno, J.C.
026277;v22_Autor_personal;Pérez, Daniela<|>Mazzone, Lucía;Pérez, Daniela Joana<|>Mazzone, Lucía
027115;v22_Autor_personal;Alvarez, Jorge;Álvarez, José Jorge Enrique
027383;v22_Autor_personal;Pasich, Luis<|>Suchowinsky, Teodoro<|>Ricciardi, Aldo A.<|>Garófalo, Juan<|>Marino, Patricia;Pasich, Luis<|>Suchowinsky, Teodoro<|>Ricciardi, Aldo A.<|>Garófalo, Juan<|>Marino, Patricia Noemí
027386;v22_Autor_personal;Garófalo, Juan<|>Marino, Patricia<|>Buonamico, Daniel;Garófalo, Juan<|>Marino, Patricia Noemí<|>Buonamico, Daniel
027388;v22_Autor_personal;Garófalo, Juan<|>Marino, Patricia<|>Carpintero, Jorge;Garófalo, Juan<|>Marino, Patricia Noemí<|>Carpintero, Jorge
027390;v22_Autor_personal;Marino, Patricia<|>Barés, Patricia;Marino, Patricia Noemí<|>Barés, Patricia
027392;v22_Autor_personal;Meier, Jorge<|>Vázquez, Héctor<|>Garófalo, Juan<|>Godel, Alberto<|>Ladrón González, Alfredo<|>Marino,Patricia<|>Savignano, José;Meier, Jorge<|>Vázquez, Héctor<|>Garófalo, Juan<|>Godel, Alberto<|>Ladrón González, Alfredo<|>Marino, Patricia Noemí<|>Savignano, José
027395;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan<|>Barella Miró, Alberto<|>Manich, Alberto M.<|>Castro, L.;Marino, Patricia Noemí<|>Garófalo, Juan<|>Barella Miró, Alberto<|>Manich, Alberto M.<|>Castro, L.
027398;v22_Autor_personal;Marino, Patricia<|>Saldivia, Marcela<|>Garófalo, Juan;Marino, Patricia Noemí<|>Saldivia, Marcela<|>Garófalo, Juan
027399;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan<|>Levcovich, Ariel<|>Andreolli, María;Marino, Patricia Noemí<|>Garófalo, Juan<|>Levcovich, Ariel<|>Andreolli, María
027713;v22_Autor_personal;Armesto, Javier<|>Marino, Patricia<|>Pérez Zelaschi, Marina Luisa<|>Velázquez, Graciela;Armesto, Javier<|>Marino, Patricia Noemí<|>Pérez Zelaschi, Marina Luisa<|>Velázquez, Graciela
036408;v22_Autor_personal;Marino, Patricia;Marino, Patricia Noemí
036433;v22_Autor_personal;Carfagnini, Mariana<|>Jung, Sandra<|>Marino, Patricia<|>Rivero, Hernán;Carfagnini, Mariana<|>Jung, Sandra<|>Marino, Patricia Noemí<|>Rivero, Hernán
036434;v22_Autor_personal;Carfagnini, Mariana<|>Jung, Sandra<|>Marino, Patricia<|>Rivero, Hernán;Carfagnini, Mariana<|>Jung, Sandra<|>Marino, Patricia Noemí<|>Rivero, Hernán
037649;v22_Autor_personal;Alvarez, Jorge;Álvarez, José Jorge Enrique
038328;v22_Autor_personal;Garófalo, Juan<|>Esperón, Héctor O.<|>Marino, Patricia;Garófalo, Juan<|>Esperón, Héctor O.<|>Marino, Patricia Noemí
038330;v22_Autor_personal;Garófalo, Juan<|>Marino, Patricia;Garófalo, Juan<|>Marino, Patricia Noemí
038349;v22_Autor_personal;Ricciardi, Aldo A.<|>Pasich, Luis<|>Marino, Patricia<|>Buonamico, Daniel<|>Caputto, Roberto<|>Ahumada, Carlos;Ricciardi, Aldo A.<|>Pasich, Luis<|>Marino, Patricia Noemí<|>Buonamico, Daniel<|>Caputto, Roberto<|>Ahumada, Carlos
038367;v22_Autor_personal;Ricciardi, Aldo A.<|>Pasich, Luis<|>Manoiloff, Irene T. de<|>Holtzman, Patricia<|>Garófalo, Juan<|>Marino, Patricia;Ricciardi, Aldo A.<|>Pasich, Luis<|>Manoiloff, Irene T. de<|>Holtzman, Patricia<|>Garófalo, Juan<|>Marino, Patricia Noemí
038368;v22_Autor_personal;Marino, Patricia;Marino, Patricia Noemí
038425;v22_Autor_personal;Marino, Patricia<|>Garófalo, Juan;Marino, Patricia Noemí<|>Garófalo, Juan
038598;v22_Autor_personal;Miró Specos, M.M.<|>García, J.J.<|>Tornesello, J.<|>Marino, P.<|>Della Vecchia, Miguel Ángel<|>Defain Tesoriero, M.V. <|>Hermida, L.G.;Miró Specos, M.M.<|>García, J.J.<|>Tornesello, J.<|>Marino, Patricia Noemí<|>Della Vecchia, Miguel Ángel<|>Defain Tesoriero, María Victoria <|>Hermida, L.G.
038600;v22_Autor_personal;Miró Specos, M.M.<|>Escobar, Germán<|>Marino, Patricia<|>Puggia, César<|>Defain Tesoriero, María Victoria<|>Hermida, Laura;Miró Specos, M.M.<|>Escobar, Germán<|>Marino, Patricia Noemí<|>Puggia, César<|>Defain Tesoriero, María Victoria<|>Hermida, Laura
038601;v22_Autor_personal;Mammana, C.A.<|>Díaz, F.V.<|>Guidobono, A.P.M.<|>Bolmaro, R.E.;Mammana, C.A.<|>Díaz, Felipe Víctor<|>Guidobono, A.P.M.<|>Bolmaro, R.E.
038602;v22_Autor_personal;Díaz, F.V.<|>Bolmaro, R.E.<|>Guidobono, A.P.M.<|>Girini, E.F.;Díaz, Felipe Víctor<|>Bolmaro, R.E.<|>Guidobono, A.P.M.<|>Girini, E.F.
039340;v22_Autor_personal;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Alves, C.;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Alves Junior, Clodomiro
039369;v22_Autor_personal;Castañeda, Roberto Aníbal<|>Ogara, Mario<|>Storani, Eduardo<|>Fiora, Jorge A.<|>Roberts, Laura<|>Bermejo, Angel<|>González, Marcelo<|>Aguzin, Fernando<|>Speranza, Jorge<|>Feilbogen, Ernesto<|>Glaz, Damián<|>Aguilar, Leandro Javier Ceferino;Castañeda, Roberto Aníbal<|>Ogara, Mario<|>Storani, Eduardo Enrique<|>Fiora, Jorge A.<|>Roberts, Laura<|>Bermejo, Angel<|>González, Marcelo<|>Aguzin, Fernando<|>Speranza, Jorge Luis<|>Feilbogen, Ernesto<|>Glaz, Damián<|>Aguilar, Leandro Javier Ceferino
039372;v22_Autor_personal;Armesto, Javier<|>Marino, Patricia<|>Pérez Zelaschi, Marina Luisa<|>Velazquez, Graciela;Armesto, Javier<|>Marino, Patricia Noemí<|>Pérez Zelaschi, Marina Luisa<|>Velazquez, Graciela
039406;v22_Autor_personal;Díaz, F.V.<|>Bolmaro, R.E.<|>Guidobono, A.<|>Mammana, C.;Díaz, Felipe Víctor<|>Bolmaro, R.E.<|>Guidobono, A.<|>Mammana, C.
039408;v22_Autor_personal;Szombach, J.<|>Papzuck, G.<|>Torres, D.<|>Martínez Krahmer, Daniel Osvaldo<|>Urrejola, D.<|>Bruno, A.;Szombach, Juan Ignacio<|>Papzuck, G.<|>Torres, D.<|>Martínez Krahmer, Daniel Osvaldo<|>Urrejola, D.<|>Bruno, A.
039415;v22_Autor_personal;La Manna, Valeria<|>Vivino, E.<|>Drozd Borelli, D.<|>Liber, M.<|>Smutt, E.;La Manna, Valeria<|>Vivino, E.<|>Drozd Borelli, D.<|>Liber, M.<|>Smutt, Érica Fernanda
039418;v22_Autor_personal;Rodríguez, M.A.<|>Pellegrini, P.<|>Gagliostro, G.<|>Gatti, P.<|>Castañeda, Roberto Aníbal<|>Muset, G.;Rodríguez, Matías Agustín<|>Pellegrini, P.<|>Gagliostro, G.<|>Gatti, P.<|>Castañeda, Roberto Aníbal<|>Muset, G.
039419;v22_Autor_personal;Rodríguez, M.A.<|>Raco, Fernando Francisco<|>Rodríguez, Gabriela<|>Giraudo, Cintia<|>Castañeda, Roberto Aníbal<|>Murphy, Marcela;Rodríguez, Matías Agustín<|>Raco, Fernando Francisco<|>Rodríguez, Gabriela<|>Giraudo, Cintia<|>Castañeda, Roberto Aníbal<|>Murphy, Marcela
039420;v22_Autor_personal;Rodríguez, M.A.<|>Pellegrini, P.<|>Gatti, P<|>Gagliostro ,G.<|>Castañeda, Roberto Aníbal<|>Muset, G.;Rodríguez, Matías Agustín<|>Pellegrini, P.<|>Gatti, P<|>Gagliostro ,G.<|>Castañeda, Roberto Aníbal<|>Muset, G.
039425;v22_Autor_personal;Castañeda, Roberto Aníbal<|>Murno, H.<|>González, M.<|>Toledo, Antonio Edgardo<|>Castells, María Laura<|>Espinosa, V.<|>Storani, E.<|>Speranza, J.<|>Robert, L<|>Aguilar, Leandro Javier Ceferino<|>Aimar, Bruno Nicolás<|>Nieto, I.<|>Schmidt, E.;Castañeda, Roberto Aníbal<|>Murno, H.<|>González, M.<|>Toledo, Antonio Edgardo<|>Castells, María Laura<|>Espinosa, V.<|>Storani, Eduardo Enrique<|>Speranza, Jorge Luis<|>Robert, L<|>Aguilar, Leandro Javier Ceferino<|>Aimar, Bruno Nicolás<|>Nieto, I.<|>Schmidt, E.
039426;v22_Autor_personal;Storani, E.<|>Robert, L.<|>Aguilar, Leandro Javier Ceferino;Storani, Eduardo Enrique<|>Robert, L.<|>Aguilar, Leandro Javier Ceferino
039427;v22_Autor_personal;Fabro, Mabel Angélica<|>Milanesio, H.<|>Robert, L.<|>Speranza, J.<|>Murphy, M.<|>Rodríguez, Gisela Vanina<|>Castañeda, Roberto Aníbal;Fabro, Mabel Angélica<|>Milanesio, H.<|>Robert, L.<|>Speranza, Jorge Luis<|>Murphy, M.<|>Rodríguez, Gisela Vanina<|>Castañeda, Roberto Aníbal
039429;v22_Autor_personal;Robert, L.<|>Gasparoti, O.<|>Rocchi, F.<|>Ferrari, A.<|>Storani, E.<|>Aguilar, Leandro Javier Ceferino;Robert, L.<|>Gasparoti, O.<|>Rocchi, F.<|>Ferrari, A.<|>Storani, Eduardo Enrique<|>Aguilar, Leandro Javier Ceferino
039430;v22_Autor_personal;Speranza, J.<|>Fabro, Mabel Angélica<|>Taverna, M.<|>Paez, R.<|>Resconi, V.<|>Castañeda, Roberto Aníbal^rcolab.<|>Demaría, M.^rcolab.<|>Scarafia, D.^rcolab.<|>Walter, E.^rcolab.;Speranza, Jorge Luis<|>Fabro, Mabel Angélica<|>Taverna, M.<|>Paez, R.<|>Resconi, V.<|>Castañeda, Roberto Aníbal^rcolab.<|>Demaría, M.^rcolab.<|>Scarafia, D.^rcolab.<|>Walter, E.^rcolab.
039442;v22_Autor_personal;Garro, M.L.<|>Bitar,R.<|>Galarza, B.<|>Cantera, C.S.;Garro, M.L.<|>Bitar,R.<|>Galarza, B.<|>Cantera, Carlos Santos
039443;v22_Autor_personal;Garro, M.L.<|>Jurado, S.B.<|>Galarza, B.C.<|>Barbeito, C.G.<|>Cantera, C.S.;Garro, M.L.<|>Jurado, S.B.<|>Galarza, B.C.<|>Barbeito, C.G.<|>Cantera, Carlos Santos
039449;v22_Autor_personal;Babay, Paola Alejandra<|>Romero Ale, E.E.<|>Itria, R.F.<|>Becquart, E.T.<|>Gautier, E.E.<|>Batistoni, D.A.;Babay, Paola Alejandra<|>Romero Ale, E.E.<|>Itria, Raúl Fabio<|>Becquart, E.T.<|>Gautier, E.E.<|>Batistoni, D.A.
039450;v22_Autor_personal;Babay, Paola Alejandra<|>Romero Ale, E.E.<|>Itria, R.F.<|>Becquart, E.T.<|>Gautier, E.E.<|>Batistoni, D.A.;Babay, Paola Alejandra<|>Romero Ale, E.E.<|>Itria, Raúl Fabio<|>Becquart, E.T.<|>Gautier, E.E.<|>Batistoni, D.A.
