MFN;Columna;Antes;Despues
037317;v20_Titulo;Bases para una reglamentación adecuada con el fin de lograr el mejoramiento sanitario del medio residencial ;Bases para una reglamentación adecuada con el fin de lograr el mejoramiento sanitario del medio residencial
037434;v43_Lugar_de_edicion;Tsukuba ;Tsukuba
037505;v20_Titulo;Simulation of wind fields over Point Arguello, California, by wind-tunnel flow over a topographic model ;Simulation of wind fields over Point Arguello, California, by wind-tunnel flow over a topographic model
037591;v22_Autor_personal;Holt, Marilyn<|>Birmile, Ricardo ;Holt, Marilyn<|>Birmile, Ricardo
037607;v20_Titulo;Ley 19.587 de higiene y seguridad en el trabajo ;Ley 19.587 de higiene y seguridad en el trabajo
037645;v20_Titulo;Higher education and manpower planning in Sweden: contribution to a joint ILO/UNESCO project: information on higher education in Sweden ;Higher education and manpower planning in Sweden: contribution to a joint ILO/UNESCO project: information on higher education in Sweden
037654;v20_Titulo;Resources and man: a study and recommendations ;Resources and man: a study and recommendations
037672;v20_Titulo;Industrial application of electromagnetic computer codes ;Industrial application of electromagnetic computer codes
037672;v45_Editor;Kluwer Academic ;Kluwer Academic
037687;v43_Lugar_de_edicion;London ;London
037715;v22_Autor_personal;Botterill, J. S. M. ;Botterill, J. S. M.
037746;v45_Editor;Elsevier Scientific ;Elsevier Scientific
037747;v20_Titulo;Thermodynamics of alloy formation ;Thermodynamics of alloy formation
037748;v20_Titulo;Solidification processing ;Solidification processing
037748;v43_Lugar_de_edicion;New York ;New York
037751;v20_Titulo;Selected values of thermodynamic properties of metals and alloys ;Selected values of thermodynamic properties of metals and alloys
037752;v20_Titulo;Introducción a la termodinámica estadística ;Introducción a la termodinámica estadística
037754;v20_Titulo;Selected values of the thermodynamic properties of binary alloys ;Selected values of the thermodynamic properties of binary alloys
037758;v20_Titulo;Electro- and thermo-transport in metals and alloys ;Electro- and thermo-transport in metals and alloys
037759;v20_Titulo;Basic metallurgy for non-destructive testing ;Basic metallurgy for non-destructive testing
037762;v20_Titulo;Atlas of electrochemical equilibria in aqueous solutions ;Atlas of electrochemical equilibria in aqueous solutions
037766;v20_Titulo;"Thermodynamic properties of minerals and related substances at 298.15oK (25.0oC) and one atmosphere (1.013 Bars) pressure and at higher temperatures; a summary of the thermodynamic data for minerals at 298.15oK together with calculated values ... ";"Thermodynamic properties of minerals and related substances at 298.15oK (25.0oC) and one atmosphere (1.013 Bars) pressure and at higher temperatures; a summary of the thermodynamic data for minerals at 298.15oK together with calculated values ..."
037768;v20_Titulo;The analytical and numerical solution of electric and magnetic fields ;The analytical and numerical solution of electric and magnetic fields
037768;v43_Lugar_de_edicion;Chichester<|>New York ;Chichester<|>New York
037769;v20_Titulo;Introduction à la physique de l'état solide ;Introduction à la physique de l'état solide
037770;v20_Titulo;"Thermodynamics; fundamentals, applications ";"Thermodynamics; fundamentals, applications"
037771;v20_Titulo;Problems in metallurgical thermodynamics and kinetics ;Problems in metallurgical thermodynamics and kinetics
037771;v43_Lugar_de_edicion;Oxford<|>New York ;Oxford<|>New York
037772;v20_Titulo;Fracture of brittle solids ;Fracture of brittle solids
037773;v20_Titulo;Movimiento de las partículas cargadas en los campos eléctricos y magnéticos ;Movimiento de las partículas cargadas en los campos eléctricos y magnéticos
037775;v20_Titulo;Post-yield fracture mechanics ;Post-yield fracture mechanics
037777;v20_Titulo;Selection and use of wear tests for metals ;Selection and use of wear tests for metals
037779;v20_Titulo;"Diffusion in body-centered cubic metals; papers ";"Diffusion in body-centered cubic metals; papers"
037780;v43_Lugar_de_edicion;New York ;New York
037786;v20_Titulo;Elementary engineering fracture mechanics ;Elementary engineering fracture mechanics
037786;v43_Lugar_de_edicion;Alphen aan den Rijn ;Alphen aan den Rijn
037787;v20_Titulo;Manual on statistical planning and analysis ;Manual on statistical planning and analysis
037787;v22_Autor_personal;Little, R. E. ;Little, R. E.
037788;v43_Lugar_de_edicion;New York ;New York
037788;v45_Editor;McGraw-Hill ;McGraw-Hill
037789;v20_Titulo;Solid state physics advances in research and applications ;Solid state physics advances in research and applications
037790;v20_Titulo;The influence of state of stress on low cycle fatigue of structural materials ;The influence of state of stress on low cycle fatigue of structural materials
037790;v22_Autor_personal;Krempl, Erhard ;Krempl, Erhard
037791;v20_Titulo;ASTM manual on presentation of data & control chart analysis  ;ASTM manual on presentation of data & control chart analysis
037792;v20_Titulo;Phase equilibria: basic principles, applications, experimental techniques ;Phase equilibria: basic principles, applications, experimental techniques
037792;v43_Lugar_de_edicion;New York ;New York
037793;v20_Titulo;Transmisión de calor ;Transmisión de calor
037793;v22_Autor_personal;McAdams, William H. ;McAdams, William H.
037793;v43_Lugar_de_edicion;New York ;New York
037794;v20_Titulo;Fractography in failure analysis  ;Fractography in failure analysis
037795;v20_Titulo;Pendulum impact machines procedures and specimens for verification ;Pendulum impact machines procedures and specimens for verification
037796;v20_Titulo;Fractography and materials science: a symposium ;Fractography and materials science: a symposium
037798;v20_Titulo;Abridged thermodynamic and thermochemical tables: SI Units ;Abridged thermodynamic and thermochemical tables: SI Units
037799;v20_Titulo;Thermal fatigue of materials and components ;Thermal fatigue of materials and components
037800;v20_Titulo;Erosion, wear, and interfaces with corrosion ;Erosion, wear, and interfaces with corrosion
037801;v20_Titulo;The modern theory of solids ;The modern theory of solids
037802;v20_Titulo;Ferromagnetic materials: a handbook on the properties of magnetically ordered substances ;Ferromagnetic materials: a handbook on the properties of magnetically ordered substances
037802;v43_Lugar_de_edicion;Amsterdam<|>New York ;Amsterdam<|>New York
037804;v20_Titulo;Solid state theory in metallurgy ;Solid state theory in metallurgy
037805;v20_Titulo;"Ferrites; physical properties of ferrimagnetic oxides in relation to their technical applications ";"Ferrites; physical properties of ferrimagnetic oxides in relation to their technical applications"
037809;v20_Titulo;Application of fracture mechanics to design ;Application of fracture mechanics to design
037810;v20_Titulo;Fracture: interactions of microstructure, mechanisms and mechanics ;Fracture: interactions of microstructure, mechanisms and mechanics
037811;v20_Titulo;Electrical engineering science ;Electrical engineering science
037811;v43_Lugar_de_edicion;New York ;New York
037815;v20_Titulo;The mathematics of diffusion ;The mathematics of diffusion
037816;v20_Titulo;Fracture toughness ;Fracture toughness
037819;v20_Titulo;"A general introduction to fracture mechanics; a journal of strain analysis monograph ";"A general introduction to fracture mechanics; a journal of strain analysis monograph"
037821;v20_Titulo;Properties related to fracture toughness ;Properties related to fracture toughness
037823;v20_Titulo;Problem manual for metallurgical thermodynamics ;Problem manual for metallurgical thermodynamics
037825;v20_Titulo;The growth of crystals from liquids ;The growth of crystals from liquids
037825;v45_Editor;North-Holland ;North-Holland
037828;v43_Lugar_de_edicion;New York ;New York
037830;v20_Titulo;Subproductos animales ;Subproductos animales
037836;v20_Titulo;Handbook of analytical control of iron and steel production ;Handbook of analytical control of iron and steel production
037836;v43_Lugar_de_edicion;New York ;New York
037893;v45_Editor;Elsevier Scientific Publishing ;Elsevier Scientific Publishing
037895;v20_Titulo;Particle size analysis ;Particle size analysis
037902;v45_Editor;Wiley ;Wiley
037904;v22_Autor_personal;Billings, Keith H. ;Billings, Keith H.
037906;v22_Autor_personal;Schutze Alonso, Oscar ;Schutze Alonso, Oscar
037912;v20_Titulo;Distortion and stress:  a mechanical designer's workbook ;Distortion and stress:  a mechanical designer's workbook
037914;v43_Lugar_de_edicion;Boston ;Boston
037932;v43_Lugar_de_edicion;New York ;New York
037940;v22_Autor_personal;Segal, Lynn ;Segal, Lynn
037941;v22_Autor_personal;Edgerton, David ;Edgerton, David
037946;v22_Autor_personal;Christian, J. W. ;Christian, J. W.
037950;v20_Titulo;Strengthening mechanism metals and ceramics ;Strengthening mechanism metals and ceramics
037965;v22_Autor_personal;Sibigtroth, James M. ;Sibigtroth, James M.
037970;v22_Autor_personal;D'Orio, Carlos A. ;D'Orio, Carlos A.
037985;v20_Titulo;Elements of computer-aided design and manufacturing CAD/CAM ;Elements of computer-aided design and manufacturing CAD/CAM
037988;v20_Titulo;Aportes para la gestión ambiental ;Aportes para la gestión ambiental
037991;v20_Titulo;Physical metallurgy of metal joining ;Physical metallurgy of metal joining
037991;v43_Lugar_de_edicion;New York ;New York
037992;v20_Titulo;High-temperature: materials and technology ;High-temperature: materials and technology
037993;v20_Titulo;Precious metals ;Precious metals
037997;v43_Lugar_de_edicion;New York ;New York
038002;v22_Autor_personal;Marbán, Rocío<|>Pellecer C., Julio ;Marbán, Rocío<|>Pellecer C., Julio
038003;v22_Autor_personal;Marbán, Rocío<|>Pellecer C., Julio ;Marbán, Rocío<|>Pellecer C., Julio
038004;v22_Autor_personal;Marbán, Rocío<|>Pellecer C., Julio ;Marbán, Rocío<|>Pellecer C., Julio
038005;v20_Titulo;Chemical process design on a programmable calculator ;Chemical process design on a programmable calculator
038008;v22_Autor_personal;Hausner, Henry H. ;Hausner, Henry H.
038010;v20_Titulo;Lessons learned in software testing: a context-driven approach ;Lessons learned in software testing: a context-driven approach
038010;v43_Lugar_de_edicion;New York ;New York
038012;v20_Titulo;Embedded processor-based self-test ;Embedded processor-based self-test
038013;v20_Titulo;Metrology and gauguin ;Metrology and gauguin
038014;v20_Titulo;Co-verification of hardware and software for ARM SoC design ;Co-verification of hardware and software for ARM SoC design
038015;v43_Lugar_de_edicion;New York ;New York
038016;v20_Titulo;Field-programmable gate arrays: reconfigurable logic for rapid prototyping and implementation of digital systems ;Field-programmable gate arrays: reconfigurable logic for rapid prototyping and implementation of digital systems
038018;v22_Autor_personal;Manassewitsch, Vadim ;Manassewitsch, Vadim
038021;v22_Autor_personal;Muller, Richard S.<|>Kamins, Theodore I. ;Muller, Richard S.<|>Kamins, Theodore I.
038022;v20_Titulo;Física electrónica ;Física electrónica
038023;v20_Titulo;Thyristor phase-controlled converters and cycloconverters: operation, control, and performance ;Thyristor phase-controlled converters and cycloconverters: operation, control, and performance
038023;v43_Lugar_de_edicion;New York ;New York
038024;v20_Titulo;Practical techniques of electronic circuit design ;Practical techniques of electronic circuit design
038025;v20_Titulo;Active filter design handbook: for use with programmable pocket calculators and microcomputers ;Active filter design handbook: for use with programmable pocket calculators and microcomputers
038025;v43_Lugar_de_edicion;Chichester ;Chichester
038031;v20_Titulo;Introduction to electron beam technology ;Introduction to electron beam technology
038034;v43_Lugar_de_edicion;México ;México
038041;v20_Titulo;Zinc-based steel coating systems: production and performance ;Zinc-based steel coating systems: production and performance
038043;v20_Titulo;Workability testing techniques ;Workability testing techniques
038046;v22_Autor_personal;Alexander, J. M. <|>Brewer, R. C. ;Alexander, J. M. <|>Brewer, R. C.
038046;v43_Lugar_de_edicion;London ;London
038056;v20_Titulo;Atlas of some steel casting flaws as shown by non-destructive testing ;Atlas of some steel casting flaws as shown by non-destructive testing
038062;v20_Titulo;La medición en el taller mecánico: instrumentos de medida y su uso<|>Verificación de piezas y conjuntos ;La medición en el taller mecánico: instrumentos de medida y su uso<|>Verificación de piezas y conjuntos
038063;v20_Titulo;Machine vision and digital image processing fundamentals ;Machine vision and digital image processing fundamentals
038063;v43_Lugar_de_edicion;Englewood Cliffs ;Englewood Cliffs
038064;v43_Lugar_de_edicion;Englewood Cliffs ;Englewood Cliffs
038066;v43_Lugar_de_edicion;s.l. ;s.l.
038067;v43_Lugar_de_edicion;Houston, Texas ;Houston, Texas
038070;v22_Autor_personal;Murphy, J.M.D.<|>Turnbull, F.G. ;Murphy, J.M.D.<|>Turnbull, F.G.
038070;v43_Lugar_de_edicion;Oxford ;Oxford
038070;v45_Editor;Pergamon Press ;Pergamon Press
038073;v43_Lugar_de_edicion;New York ;New York
038074;v20_Titulo;Plasma chemistry III ;Plasma chemistry III
038074;v22_Autor_personal;Veprek, S^red. <|>Venugopalan, M^red. ;Veprek, S^red. <|>Venugopalan, M^red.
038075;v22_Autor_personal;Veprek, S^red. <|>Venugopalan, M^red. ;Veprek, S^red. <|>Venugopalan, M^red.
038077;v43_Lugar_de_edicion;New York ;New York
038078;v43_Lugar_de_edicion;New York ;New York
038078;v45_Editor;McGraw-Hill ;McGraw-Hill
038085;v20_Titulo;Laminación ;Laminación
038085;v22_Autor_personal;Hoff, Hubert <|>Dahl, Theodor ;Hoff, Hubert <|>Dahl, Theodor
038086;v20_Titulo;Prácticas de metalografía ;Prácticas de metalografía
038086;v43_Lugar_de_edicion;Buenos Aires ;Buenos Aires
038088;v22_Autor_personal;Morf, W. E. ;Morf, W. E.
038089;v20_Titulo;Coating on glass ;Coating on glass
038089;v43_Lugar_de_edicion;Amsterdam ;Amsterdam
038089;v45_Editor;Elsevier ;Elsevier
038090;v22_Autor_personal;Dillon, Joseph B. ;Dillon, Joseph B.
038095;v20_Titulo;Plasticity: a mechanics of the plastic state of matter ;Plasticity: a mechanics of the plastic state of matter
038095;v45_Editor;McGraw-Hill ;McGraw-Hill
038096;v20_Titulo;Handbook of engineering plastics: a reference book for engineers and others interested in plastics as applied in the engineering and allied industries ;Handbook of engineering plastics: a reference book for engineers and others interested in plastics as applied in the engineering and allied industries
038096;v22_Autor_personal;Brown, D. Warburton ;Brown, D. Warburton
038096;v43_Lugar_de_edicion;London ;London
038099;v20_Titulo;Troquelado y estampación con aplicaciones al punzonado, doblado, embutición y extrusión ;Troquelado y estampación con aplicaciones al punzonado, doblado, embutición y extrusión
038099;v22_Autor_personal;López Navarro, Tomás ;López Navarro, Tomás
038104;v20_Titulo;Elementos de fotogrametría corriente, esteroscópica y aérea ;Elementos de fotogrametría corriente, esteroscópica y aérea
038105;v20_Titulo;Turbinas hidráulicas ;Turbinas hidráulicas
038107;v32_Reunion_Fecha;october, 13-17 1985;1985
038110;v20_Titulo;Theory of alloy phase formation : proceedings ;Theory of alloy phase formation : proceedings
038111;v22_Autor_personal;Town, H. C. <|>Moore, H. ;Town, H. C. <|>Moore, H.
038116;v22_Autor_personal;Lohse, U. <|>Naumann, Fritz ;Lohse, U. <|>Naumann, Fritz
038117;v20_Titulo;Materials and processes ;Materials and processes
038118;v20_Titulo;Die castings : their design, composition, application, specification, testing and finishing ;Die castings : their design, composition, application, specification, testing and finishing
038118;v22_Autor_personal;Chase, Herbert ;Chase, Herbert
038119;v20_Titulo;Aircraft materials and processes ;Aircraft materials and processes
038120;v22_Autor_personal;Houldcroft, P. T. ;Houldcroft, P. T.
038121;v22_Autor_personal;Flinn, Richard A. ;Flinn, Richard A.
038121;v43_Lugar_de_edicion;Cleveland ;Cleveland
038122;v32_Reunion_Fecha;October 19-20 1974;1974
038122;v20_Titulo;New trends in materials processing ;New trends in materials processing
038124;v20_Titulo;Nickel cast iron :data on production, properties and applications ;Nickel cast iron :data on production, properties and applications
038125;v20_Titulo;The technology of magnesium and its alloys ;The technology of magnesium and its alloys
038125;v45_Editor;F.A. Hughes ;F.A. Hughes
038129;v20_Titulo;Trabajos de cubilote y fundición sana ;Trabajos de cubilote y fundición sana
038129;v22_Autor_personal;Mehrtens, Johann <|>Kothny, Erdmann ;Mehrtens, Johann <|>Kothny, Erdmann
038132;v20_Titulo;Practical experimental metallurgy ;Practical experimental metallurgy
038132;v22_Autor_personal;Davies, D. Eurof ;Davies, D. Eurof
038134;v22_Autor_personal;Gilles, Chr<|>Kothny, Erdmann ;Gilles, Chr<|>Kothny, Erdmann
038143;v20_Titulo;Tecnología de los composites/plásticos reforzados ;Tecnología de los composites/plásticos reforzados
038148;v20_Titulo;Solid state physics for metallurgists ;Solid state physics for metallurgists
038148;v22_Autor_personal;Weiss, Richard J. ;Weiss, Richard J.
038149;v22_Autor_personal;Sallovitz, Manuel ;Sallovitz, Manuel
038150;v22_Autor_personal;Smith, George V ;Smith, George V
038152;v20_Titulo;Ingeniería metalúrgica ;Ingeniería metalúrgica
038154;v20_Titulo;Centrales eléctricas a vapor :instalaciones mecánicas ;Centrales eléctricas a vapor :instalaciones mecánicas
038155;v20_Titulo;Introducción a las mediciones de laboratorio ;Introducción a las mediciones de laboratorio
038155;v45_Editor;Guayqui ;Guayqui
038159;v20_Titulo;Les bases de la résistance mécanique des métaux et alliages ;Les bases de la résistance mécanique des métaux et alliages
038159;v43_Lugar_de_edicion;Paris ;Paris
038162;v20_Titulo;Understanding chemical thermodynamic ;Understanding chemical thermodynamic
038164;v20_Titulo;Modern metallurgy for engineers ;Modern metallurgy for engineers
038165;v22_Autor_personal;Barrett, Charles S. ;Barrett, Charles S.
038165;v45_Editor;McGraw-Hill ;McGraw-Hill
038166;v20_Titulo;Molecular thermodynamics ;Molecular thermodynamics
038166;v22_Autor_personal;Fay, James A. ;Fay, James A.
038168;v43_Lugar_de_edicion;Madrid ;Madrid
038171;v32_Reunion_Fecha;24-26 August, 1949;1949
038171;v20_Titulo;The physics of powder metallurgy : a symposium ;The physics of powder metallurgy : a symposium
038177;v20_Titulo;Handbook of laboratory distillation ;Handbook of laboratory distillation
038177;v22_Autor_personal;Krell, Erich ;Krell, Erich
038178;v20_Titulo;The mechanical testing of metals and alloys : the theory and practice of standardized mechanical testing. ;The mechanical testing of metals and alloys : the theory and practice of standardized mechanical testing.
038178;v22_Autor_personal;Foster, P. Field ;Foster, P. Field
038180;v20_Titulo;Diseño y construcción de matrices ;Diseño y construcción de matrices
038183;v20_Titulo;Técnica del taller mecánico :procedimientos racionales de trabajo al torno, fresadora, etc.... ;Técnica del taller mecánico :procedimientos racionales de trabajo al torno, fresadora, etc....
038185;v20_Titulo;Fire from ice :searching the truth behind the cold fusion furor ;Fire from ice :searching the truth behind the cold fusion furor
038185;v22_Autor_personal;Mallove, Eugene F. ;Mallove, Eugene F.
038185;v43_Lugar_de_edicion;New York ;New York
038187;v22_Autor_personal;Judge, A. W. ;Judge, A. W.
038188;v22_Autor_personal;Winegard, W. C. ;Winegard, W. C.
038189;v43_Lugar_de_edicion;New York ;New York
038190;v22_Autor_personal;Osipov, K. A. ;Osipov, K. A.
038190;v43_Lugar_de_edicion;London ;London
038191;v22_Autor_personal;Stuwe, H. P. <|>Faustmann, J. ;Stuwe, H. P. <|>Faustmann, J.
038192;v20_Titulo;Hydraulic machinery : dealing with the design, application, operation, and maintenance of hydraulic presses and shears, including those used in the manufacture of armaments ;Hydraulic machinery : dealing with the design, application, operation, and maintenance of hydraulic presses and shears, including those used in the manufacture of armaments
038194;v22_Autor_personal;Apraiz Barreiro, José ;Apraiz Barreiro, José
038195;v43_Lugar_de_edicion;Reading, Massachusetts ;Reading, Massachusetts
038197;v20_Titulo;Elements of structural metallurgy ;Elements of structural metallurgy
038200;v43_Lugar_de_edicion;Bologna ;Bologna
038201;v43_Lugar_de_edicion;Milano ;Milano
038201;v45_Editor;Hoepli ;Hoepli
038202;v20_Titulo;Text-book of advanced machine work :prepared for students in technical, manual training, and trade schools, and for the apprentice in the shop ;Text-book of advanced machine work :prepared for students in technical, manual training, and trade schools, and for the apprentice in the shop
038202;v43_Lugar_de_edicion;Boston ;Boston
038203;v20_Titulo;Symposium on Newer Metals ;Symposium on Newer Metals
038205;v22_Autor_personal;Madge, John ;Madge, John
038206;v20_Titulo;Pour proteger les métaux ;Pour proteger les métaux
038207;v20_Titulo;Elektron : magnesium alloys ;Elektron : magnesium alloys
038208;v43_Lugar_de_edicion;Buenos Aires ;Buenos Aires
038209;v20_Titulo;Physical chemistry of metals ;Physical chemistry of metals
038209;v22_Autor_personal;Darken, Lawrence S. ;Darken, Lawrence S.
038209;v43_Lugar_de_edicion;New York ;New York
038210;v20_Titulo;"Termotecnia; aplicaciones agroindustriales ";"Termotecnia; aplicaciones agroindustriales"
038216;v20_Titulo;Modern foundry practice ;Modern foundry practice
038217;v20_Titulo;Introduction to the physical chemistry of steelmaking ;Introduction to the physical chemistry of steelmaking
038217;v22_Autor_personal;Schenck, Hermann ;Schenck, Hermann
038219;v20_Titulo;Stress and strain in metal rolling ;Stress and strain in metal rolling
038219;v43_Lugar_de_edicion;Moscow ;Moscow
038221;v20_Titulo;Etude de la plasticité et application aux métaux ;Etude de la plasticité et application aux métaux
038221;v43_Lugar_de_edicion;Paris ;Paris
038223;v20_Titulo;Clay-bonded foundry sand ;Clay-bonded foundry sand
038223;v22_Autor_personal;Parkes, W. B. ;Parkes, W. B.
038223;v43_Lugar_de_edicion;London ;London
038224;v22_Autor_personal;Bridgman, P. W. ;Bridgman, P. W.
038224;v43_Lugar_de_edicion;New York ;New York
038225;v22_Autor_personal;Wagner, Carl ;Wagner, Carl
038225;v45_Editor;Addison-Wesley ;Addison-Wesley
038226;v43_Lugar_de_edicion;Montreal ;Montreal
038227;v20_Titulo;Nickel cast iron : data on production, properties and applications ;Nickel cast iron : data on production, properties and applications
038228;v20_Titulo;Manuale di fonderia d'alluminio ;Manuale di fonderia d'alluminio
038228;v22_Autor_personal;Panseri, Carlo ;Panseri, Carlo
038228;v45_Editor;Ulrico Hoepli ;Ulrico Hoepli
038229;v22_Autor_personal;Chocholle, René ;Chocholle, René
038231;v20_Titulo;Caoutchoucs et textiles synthétiques ;Caoutchoucs et textiles synthétiques
038234;v20_Titulo;Interfase de edición y soportes intelectivos TUI ;Interfase de edición y soportes intelectivos TUI
038234;v22_Autor_personal;Torriano, Ernesto ;Torriano, Ernesto
038236;v20_Titulo;Sistema para esterilización de sustratos para siembra de cultivos intensivos ;Sistema para esterilización de sustratos para siembra de cultivos intensivos
038237;v20_Titulo;Mobiliario infantil sistémico : generador de espacios de juego ;Mobiliario infantil sistémico : generador de espacios de juego
038238;v20_Titulo;Sistema de enfriamiento de agua para pequeñas y medianas empresas ;Sistema de enfriamiento de agua para pequeñas y medianas empresas
038239;v20_Titulo;Equipo para trekking ;Equipo para trekking
038240;v20_Titulo;Relajación unipersonal para músculos cervicales ;Relajación unipersonal para músculos cervicales
038241;v20_Titulo;Equipo inyector para vacunar ganado ;Equipo inyector para vacunar ganado
038242;v20_Titulo;Vehículo de tracción humana para recreación ;Vehículo de tracción humana para recreación
038243;v20_Titulo;Sistema de almacenamiento y transporte de maní ;Sistema de almacenamiento y transporte de maní
038250;v43_Lugar_de_edicion;Moscow ;Moscow
038251;v20_Titulo;Joints with fillet welds ;Joints with fillet welds
038251;v22_Autor_personal;Faltus, Frantisek ;Faltus, Frantisek
038253;v20_Titulo;Physics of the welding arc : a symposium ;Physics of the welding arc : a symposium
038254;v20_Titulo;Sintering ;Sintering
038254;v22_Autor_personal;Waldron, M. B. <|>Daniell, B. L. ;Waldron, M. B. <|>Daniell, B. L.
038254;v45_Editor;Heyden ;Heyden
038255;v32_Reunion_Fecha;June 5-7, 1972 ;1972
038255;v20_Titulo;Sintering and related phenomena : proceedings ;Sintering and related phenomena : proceedings
038255;v43_Lugar_de_edicion;New York ;New York
038256;v20_Titulo;Sintering processes ;Sintering processes
038259;v22_Autor_personal;Ivensen, V. A. ;Ivensen, V. A.
038260;v20_Titulo;Instalaciones eléctricas de baja tensión comerciales e industriales : cálculos eléctricos y esquemas unifiliares ;Instalaciones eléctricas de baja tensión comerciales e industriales : cálculos eléctricos y esquemas unifiliares
038260;v22_Autor_personal;Lagunas Marqués, Ángel ;Lagunas Marqués, Ángel
038261;v20_Titulo;Introduction to the cast metals industry ;Introduction to the cast metals industry
038283;v20_Titulo;"Tintes naturales al alcance de nuestras manos; guía práctica para el teñido de lanas con colorantes naturales ";"Tintes naturales al alcance de nuestras manos; guía práctica para el teñido de lanas con colorantes naturales"
038286;v20_Titulo;"Hacia un manejo sostenible de la pita o ixtle (Aechmea magdalenae); lecciones para el cultivo, cosecha, beneficio y comercialización de la fibra  ";"Hacia un manejo sostenible de la pita o ixtle (Aechmea magdalenae); lecciones para el cultivo, cosecha, beneficio y comercialización de la fibra"
038308;v20_Titulo;Acabado de prendas ;Acabado de prendas
038309;v20_Titulo;Costura de prendas-Tejido plano ;Costura de prendas-Tejido plano
038315;v22_Autor_personal;Elizondo, Marcelo<|>Alexandro, Oscar<|>Quijano, María Cristina<|>Jiménez, Adela<|>Sawady, Alex<|>Cevallos, Bolívar<|>Vélez, Claudia<|>Clacheo, Norberto<|>López Cerdán Ripoll, Carlos<|>Russo, Fabio<|>López Rodríguez, Paola<|>Siles, Alejandro<|>Maeso Ruiz, Antonio<|>Baldinelli, Elvio<|>Taiana, Jorge  ;Elizondo, Marcelo<|>Alexandro, Oscar<|>Quijano, María Cristina<|>Jiménez, Adela<|>Sawady, Alex<|>Cevallos, Bolívar<|>Vélez, Claudia<|>Clacheo, Norberto<|>López Cerdán Ripoll, Carlos<|>Russo, Fabio<|>López Rodríguez, Paola<|>Siles, Alejandro<|>Maeso Ruiz, Antonio<|>Baldinelli, Elvio<|>Taiana, Jorge
038335;v20_Titulo;"Sbianca e tintura delle fibre tessili; stampa dei tessuti ";"Sbianca e tintura delle fibre tessili; stampa dei tessuti"
038359;v20_Titulo;"Gestión de la producción; organización de la producción en un taller ";"Gestión de la producción; organización de la producción en un taller"
038368;v20_Titulo;Tecnología textil: asistencia técnica, Ecuador ;Tecnología textil: asistencia técnica, Ecuador
038432;v20_Titulo;Estudios de tratamientos antiencogimiento para tejidos de punto de lana ;Estudios de tratamientos antiencogimiento para tejidos de punto de lana
038446;v20_Titulo;Fatigue failure of metals  ;Fatigue failure of metals
038447;v20_Titulo;"Aceros para construcciones mecánicas; hojas de caracterícas ";"Aceros para construcciones mecánicas; hojas de caracterícas"
038448;v20_Titulo;"Aceros para herramientas; hojas de caracterícas ";"Aceros para herramientas; hojas de caracterícas"
038449;v20_Titulo;Creep of engineering materials ;Creep of engineering materials
038449;v43_Lugar_de_edicion;New York ;New York
038477;v32_Reunion_Fecha;24-28, february, 1980;1980
038484;v20_Titulo;National steel specifications ;National steel specifications
038486;v20_Titulo;Non ferrous metals and alloys ;Non ferrous metals and alloys
038487;v45_Editor;Wiley ;Wiley
038491;v22_Autor_personal;Lacombe, Donald J. ;Lacombe, Donald J.
038493;v45_Editor;Arthur Balfour ;Arthur Balfour
038502;v32_Reunion_Fecha;3 a 5 de novembro 2004;2004
038502;v20_Titulo;Linha de Dignidade: construindo a sustentabilidade e a cidadania ;Linha de Dignidade: construindo a sustentabilidade e a cidadania
038516;v20_Titulo;Aporte potencial de energías renovables no convencionales y eficiencia energética a la matriz eléctrica, 2008-2025 ;Aporte potencial de energías renovables no convencionales y eficiencia energética a la matriz eléctrica, 2008-2025
038530;v32_Reunion_Fecha;4-6, october, 1983;1983
038531;v20_Titulo;Failure analysis : techniques and applications ;Failure analysis : techniques and applications
038533;v20_Titulo;Electron beam technology ;Electron beam technology
038536;v45_Editor;Wiley ;Wiley
038538;v45_Editor;Hemisphere Publishing ;Hemisphere Publishing
038541;v20_Titulo;IITRI fracture handbook : failure analysis of metallic materials by scanning electron microscopy  ;IITRI fracture handbook : failure analysis of metallic materials by scanning electron microscopy
038548;v20_Titulo;Handbook on material and energy balance calculations in metallurgical processes ;Handbook on material and energy balance calculations in metallurgical processes
038549;v20_Titulo;Hardenability of steels: concepts, metallurgical influences, and industrial applications. ;Hardenability of steels: concepts, metallurgical influences, and industrial applications.
038550;v22_Autor_personal;Cottrell, A. H. ;Cottrell, A. H.
038551;v32_Reunion_Fecha;October 13-17, 1985 ;1985
038551;v20_Titulo;Computer simulation of microstructural evolution : proceedings ;Computer simulation of microstructural evolution : proceedings
038551;v45_Editor;Metallurgical Society ;Metallurgical Society
038604;v20_Titulo;La minería metálica peruana ;La minería metálica peruana
038607;v20_Titulo;Machinability ;Machinability
038611;v20_Titulo;Manifiesto de Santiago: Política de civilización: el fin de un modelo y la emergencia de una nueva conciencia ecológica ;Manifiesto de Santiago: Política de civilización: el fin de un modelo y la emergencia de una nueva conciencia ecológica
038613;v22_Autor_personal;Traister, R. J. ;Traister, R. J.
038615;v20_Titulo;Curso de fundicao de ligas nao ferrosas ;Curso de fundicao de ligas nao ferrosas
038615;v22_Autor_personal;Bradaschia, Clóvis ;Bradaschia, Clóvis
038616;v20_Titulo;Curso sobre reducao de minerio de ferro em alto forno ;Curso sobre reducao de minerio de ferro em alto forno
