MFN;Columna;Antes;Despues
006226;v22_Autor_personal;Valentini, Cristobal R.<|>Berardo, Liliana N.<|>Alanis, Irene L.;Valentini, Cristobal R.<|>Berardo, Liliana N.<|>Alanis, Irene Luisa
006820;v22_Autor_personal;Alvarez, P.<|>Versaci, R.<|>Hey, Alfredo M.;Álvarez, Pablo Augusto<|>Versaci, R.<|>Hey, Alfredo M.
007064;v22_Autor_personal;Alvarez, Néstor<|>Berardo, Liliana N.;Álvarez, Néstor<|>Berardo, Liliana N.
007067;v22_Autor_personal;Alvarez, Néstor<|>Andrade, María del Carmen<|>Huber, Alfonso<|>Isecke, B.<|>Oshiro, A.<|>Schiessl, P.<|>Valer, Alicia<|>Di Pace, Guillermo D.^rmod.;Álvarez, Néstor<|>Andrade, María del Carmen<|>Huber, Alfonso<|>Isecke, B.<|>Oshiro, A.<|>Schiessl, P.<|>Valer, Alicia<|>Di Pace, Guillermo D.^rmod.
007069;v22_Autor_personal;Alanis, Irene L.<|>Andrade, María del Carmen<|>Di Pace, Guillermo D.<|>Isecke, B.<|>Paatsch, W.;Alanis, Irene Luisa<|>Andrade, María del Carmen<|>Di Pace, Guillermo D.<|>Isecke, B.<|>Paatsch, W.
007460;v22_Autor_personal;Cohen, Edgardo<|>Dmitruk, Andrés<|>Godel, Alberto M.;Cohen, Edgardo<|>Dmitruk, Andrés Esteban<|>Godel, Alberto M.
007752;v22_Autor_personal;Behar, Alberto<|>Méndez, A.<|>Rochaix, E.C.;Behar, Alberto<|>Méndez, Andrea Mirta<|>Rochaix, E.C.
007756;v22_Autor_personal;Dmitruk, Andrés;Dmitruk, Andrés Esteban
008079;v22_Autor_personal;Méndez, A.<|>Sarti, R.<|>Guaraglia, D.<|>Vanina, A.;Méndez, Andrea Mirta<|>Sarti, R.<|>Guaraglia, D.<|>Vanina, A.
008105;v22_Autor_personal;Alvarez, A.<|>Meda, J.<|>Negri, H.;Álvarez, Alejandro<|>Meda, J.<|>Negri, H.
008106;v22_Autor_personal;Alvarez, A.<|>Negri, H.<|>Meda, J.;Álvarez, Alejandro<|>Negri, H.<|>Meda, J.
008107;v22_Autor_personal;Alvarez, A.<|>Negri, H.<|>Meda, J.;Álvarez, Alejandro<|>Negri, H.<|>Meda, J.
009356;v22_Autor_personal;Alvarez, J.<|>Salas, G.N.B.de<|>Raban, P.<|>Mitta, A.E.A.;Alvarez, Julio<|>Salas, G.N.B.de<|>Raban, P.<|>Mitta, A.E.A.
010766;v22_Autor_personal;Bonino, M.<|>Mazza, M.;Bonino, Marcelo Javier<|>Mazza, M.
010999;v22_Autor_personal;Cavarozzi, M.<|>Catterberg, E.<|>Gerchunoff, P.<|>Rodríguez, R.<|>Jouval, H.<|>Migliónico, A.<|>Arnt, N.<|>Dante Muñoz, J.<|>Canitrot, C.<|>Vidal, C.;Cavarozzi, M.<|>Catterberg, E.<|>Gerchunoff, P.<|>Rodríguez, Ruth Alejandra<|>Jouval, H.<|>Migliónico, A.<|>Arnt, N.<|>Dante Muñoz, J.<|>Canitrot, C.<|>Vidal, C.
011084;v22_Autor_personal;Fernández, R.<|>Cáceres, J.<|>Laguinge, L.;Fernández, R.<|>Cáceres González, Joselaine<|>Laguinge, L.
011143;v22_Autor_personal;Navarro, L.<|>Piña, J.A.<|>Juárez, J.<|>Ballester, J.F.<|>Arregui, J.M.;Navarro, Leandro<|>Piña, J.A.<|>Juárez, J.<|>Ballester, J.F.<|>Arregui, J.M.
011144;v22_Autor_personal;Moreno, P.<|>Navarro, L.<|>Fuertes, C.<|>Pina, J.A.<|>Ballester, J.F.<|>Hermoso de Mendoza, A.<|>Juárez, J.<|>Cambra, M.;Moreno, P.<|>Navarro, Leandro<|>Fuertes, C.<|>Pina, J.A.<|>Ballester, J.F.<|>Hermoso de Mendoza, A.<|>Juárez, J.<|>Cambra, M.
011463;v22_Autor_personal;Larreguy, C.A.<|>Capone, M.A.<|>Boeri, R.<|>Loriente, M.<|>Filippini, R.;Larreguy, C.A.<|>Capone, M.A.<|>Boeri, Ricardo Luis<|>Loriente, M.<|>Filippini, R.
012013;v22_Autor_personal;Fagioli, M.<|>Bono, A.<|>Alvarez, R.<|>Torroba Gentilini, H.E.;Fagioli, M.<|>Bono, A.<|>Álvarez, Rodrigo Javier<|>Torroba Gentilini, H.E.
012066;v22_Autor_personal;Bragachini, M.A.<|>Capurro, J.<|>Bonetto, L.A.<|>Bongiovanni, R.;Bragachini, M.A.<|>Capurro, J.<|>Bonetto, L.A.<|>Bongiovanni, Rodolfo
013403;v22_Autor_personal;Dmitruk, Andrés;Dmitruk, Andrés Esteban
013662;v22_Autor_personal;Cantera, C.<|>Greco, A.;Cantera, Carlos Santos<|>Greco, A.
013663;v22_Autor_personal;Cantera, C. S.<|>Angelinetti, A. R.<|>Altobelli, G.<|>Gaita, G.;Cantera, Carlos Santos<|>Angelinetti, A. R.<|>Altobelli, G.<|>Gaita, G.
013666;v22_Autor_personal;Abuin, Graciela<|>Alanis, Irene L.<|>Berardo, Liliana N.<|>De Cristófaro, Norma B.;Abuin, Graciela<|>Alanis, Irene Luisa<|>Berardo, Liliana N.<|>De Cristófaro, Norma B.
013668;v22_Autor_personal;Alanis, Irene L.<|>Andrade, María del Carmen;Alanis, Irene Luisa<|>Andrade, María del Carmen
013669;v22_Autor_personal;Iorio, Antonio<|>Alanis, Irene L.;Iorio, Antonio<|>Alanis, Irene Luisa
013671;v22_Autor_personal;Alanis, Irene L.<|>Berardo, Liliana N.<|>Pinto, M.<|>Valentini, Cristobal R.;Alanis, Irene Luisa<|>Berardo, Liliana N.<|>Pinto, M.<|>Valentini, Cristobal R.
013672;v22_Autor_personal;Alanis, Irene L.;Alanis, Irene Luisa
013676;v22_Autor_personal;Alanis, Irene L.<|>Berardo, Liliana N.<|>Valentini, Cristóbal R.;Alanis, Irene Luisa<|>Berardo, Liliana N.<|>Valentini, Cristóbal R.
013682;v22_Autor_personal;Abuin, Graciela<|>Alanis, Irene L.;Abuin, Graciela<|>Alanis, Irene Luisa
014438;v22_Autor_personal;Gillman, Katherine<|>Coutinho, Luciano<|>Amadeo, Eduardo<|>Campbell, Jorge<|>Diamand, Marcelo<|>Kindgard, Federico<|>Llach, Juan José<|>Mahler, Israel<|>Mayoral, Alejandro<|>Orsi, Victorio<|>Roggero, Humberto<|>Ferraro, Ricardo A.^rcomp.;Gillman, Katherine<|>Coutinho, Luciano<|>Amadeo, Eduardo<|>Campbell, Jorge Daniel<|>Diamand, Marcelo<|>Kindgard, Federico<|>Llach, Juan José<|>Mahler, Israel<|>Mayoral, Alejandro<|>Orsi, Victorio<|>Roggero, Humberto<|>Ferraro, Ricardo A.^rcomp.
014504;v22_Autor_personal;Felipe, P.<|>Rodríguez, B.<|>Ruiz, N.<|>González, L.<|>Morales, A.<|>Alvarez, P.;Felipe, P.<|>Rodríguez, B.<|>Ruiz, N.<|>González, L.<|>Morales, A.<|>Álvarez, Pablo Augusto
015039;v22_Autor_personal;Alfonso, N.<|>López, E.;Alfonso, N.<|>López, Eduardo Antonio
015737;v22_Autor_personal;Castañeda, Roberto;Castañeda, Roberto Aníbal
016250;v22_Autor_personal;Marqués, D.<|>Forastieri, J.<|>Comi, C.<|>Pomme, N.<|>Jungman, D.;Marqués, D.<|>Forastieri, J.<|>Comi, Carlos Miguel<|>Pomme, N.<|>Jungman, D.
016416;v22_Autor_personal;Bassani, Luis C.<|>Villani, Mario<|>Di Lillo, L.;Bassani, Luis C.<|>Villani, Mario<|>Di Lillo, Lucas Daniel
016522;v22_Autor_personal;Alanis, Irene L.;Alanis, Irene Luisa
017705;v22_Autor_personal;Torrent, R.<|>Alvaredo, A.<|>Poyard, E.;Torrent, Roberto J.<|>Alvaredo, A.<|>Poyard, E.
018375;v22_Autor_personal;Puglisi, Celia<|>Cogno, Jorge;Puglisi, Celia<|>Cogno, Jorge Adrián
018578;v22_Autor_personal;Veliz, F.;Veliz, Carlos Fabricio
019335;v22_Autor_personal;Corti, Gilda;Corti, Gilda María
019580;v22_Autor_personal;Alvarez, José Jorge;Álvarez, José Jorge Enrique
019593;v22_Autor_personal;Castañeda, Roberto;Castañeda, Roberto Aníbal
019813;v22_Autor_personal;Charreau, Geraldine<|>Hasapov, Basilio;Charreau, Geraldine Luján<|>Hasapov, Basilio
020200;v22_Autor_personal;Alanis, Irene L.<|>Galvele, J.R.;Alanis, Irene Luisa<|>Galvele, J.R.
020326;v22_Autor_personal;Arroyo, Oscar;Arroyo, Oscar Rafael Antonio
021122;v22_Autor_personal;Bassani, Luis C.<|>Villani, Mario<|>Di Lillo, L.;Bassani, Luis C.<|>Villani, Mario<|>Di Lillo, Lucas Daniel
021187;v22_Autor_personal;Dmitruk, Andrés;Dmitruk, Andrés Esteban
021848;v22_Autor_personal;Williams, J.;Williams, Jonathan
021935;v22_Autor_personal;Mahmud, Zulema<|>Alanis, Irene L.<|>Moina, Carlos A.;Mahmud, Zulema<|>Alanis, Irene Luisa<|>Moina, Carlos A.
021936;v22_Autor_personal;Mahmud, Zulema<|>Alanis, Irene L.;Mahmud, Zulema<|>Alanis, Irene Luisa
022047;v22_Autor_personal;Baluk, S.<|>Gutiérrez, J.<|>Sayago, I.<|>Horrillo, M.C.<|>Fraigi, L.;Baluk, S.<|>Gutiérrez, J.<|>Sayago, I.<|>Horrillo, M.C.<|>Fraigi, Liliana Beatriz
022048;v22_Autor_personal;Gwirc, S.<|>Tropea, S.<|>Pérez, N.<|>Negreira, C.;Gwirc, S.<|>Tropea, Salvador Eduardo<|>Pérez, N.<|>Negreira, C.
022049;v22_Autor_personal;Tropea, S.<|>Brengi, D.<|>Malatto, L.<|>Fraigi, L.;Tropea, Salvador Eduardo<|>Brengi, Diego Javier<|>Malatto, L.<|>Fraigi, Liliana Beatriz
022092;v22_Autor_personal;Fraigi, L.<|>Filippini, D.<|>Aragón, R.<|>Weimar, U.;Fraigi, Liliana Beatriz<|>Filippini, D.<|>Aragón, R.<|>Weimar, U.
022237;v22_Autor_personal;Cogno, Jorge;Cogno, Jorge Adrián
022238;v22_Autor_personal;Cogno, Jorge<|>Coelho, Carla T.<|>Silva, Ana V. Freitas;Cogno, Jorge Adrián<|>Coelho, Carla T.<|>Silva, Ana V. Freitas
022719;v22_Autor_personal;Castillo, Victoria<|>Cesa, Verónica<|>Filippo, Agustín<|>Rojo Brizuela, Sofía<|>Schleser, Diego<|>Yoguel, Gabriel;Castillo, Victoria<|>Cesa, Verónica Silvina<|>Filippo, Agustín<|>Rojo Brizuela, Sofía<|>Schleser, Diego<|>Yoguel, Gabriel
022815;v22_Autor_personal;Muircheartaigh, C.<|>Wong, S.;Muircheartaigh, C.<|>Wong, Siu-kay
023628;v22_Autor_personal;Castañeda, Roberto;Castañeda, Roberto Aníbal
023954;v22_Autor_personal;Galvele, J. R.<|>De Micheli, S. M. de<|>Müller, I. L.<|>Wexler, S. B. de<|>Alanis, I. L.;Galvele, J. R.<|>De Micheli, S. M. de<|>Müller, I. L.<|>Wexler, S. B. de<|>Alanis, Irene Luisa
024607;v22_Autor_personal;Levy, P.;Levy, Pablo
024984;v22_Autor_personal;Thompson, P.<|>Clary, M.G.;Thompson, Paulo<|>Clary, M.G.
025705;v22_Autor_personal;Castañeda, Roberto<|>Ogara, Mario<|>Storani, Eduardo<|>Fiora, Jorge A.<|>Roberts, Laura<|>Bermejo, Angel<|>González, Marcelo<|>Aguzín, Fernando<|>Gatti, Patricia<|>Speranza, Jorge<|>Feilbogen, Ernesto<|>Glaz, Damián<|>Aguilar, Leandro;Castañeda, Roberto Aníbal<|>Ogara, Mario<|>Storani, Eduardo<|>Fiora, Jorge A.<|>Roberts, Laura<|>Bermejo, Angel<|>González, Marcelo<|>Aguzín, Fernando<|>Gatti, Patricia<|>Speranza, Jorge<|>Feilbogen, Ernesto<|>Glaz, Damián<|>Aguilar, Leandro Javier Ceferino
026160;v22_Autor_personal;Corengia, Pablo<|>Traverso, M.G.<|>García Alonso-García, D.<|>Egidi, Daniel<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.;Corengia, Pablo<|>Traverso, M.G.<|>García Alonso-García, D.<|>Egidi, Daniel<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado
026161;v22_Autor_personal;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado
026162;v22_Autor_personal;Corengia, Pablo<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.<|>Broitman, E.;Corengia, Pablo<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado<|>Broitman, E.
026267;v22_Autor_personal;Corengia, P.<|>Walther, F.<|>Ybarra, G.<|>Sommadossi, S.<|>Corbari, R.<|>Broitman, E.;Corengia, P.<|>Walther, F.<|>Ybarra, Gabriel Omar<|>Sommadossi, S.<|>Corbari, R.<|>Broitman, E.
027321;v22_Autor_personal;Luppi, Lorena I.<|>Hardmeier, Ivo<|>Babay, Paola A.<|>Itria, Raúl F.<|>Erijman, Leonardo;Luppi, Lorena I.<|>Hardmeier, Ivo<|>Babay, Paola Alejandra<|>Itria, Raúl F.<|>Erijman, Leonardo
031878;v22_Autor_personal;Ho, V.B.<|>Meaney, J.F.M.<|>Prince, M.R.<|>Schneider, G.;Ho, V.B.<|>Meaney, J.F.M.<|>Prince, M.R.<|>Schneider, Guillermo
035830;v22_Autor_personal;Gizopoulos, D.^red.<|>Chatterjee, A.^red.<|>Nicolaidis, M.^red.<|>Santos, M.^red.;Gizopoulos, D.^red.<|>Chatterjee, A.^red.<|>Nicolaidis, M.^red.<|>Santos, Marina^red.
035857;v22_Autor_personal;Dolmann, Inés<|>Luna, Fabio<|>Velázquez, Silvia Beatriz<|>Jeifetz, Ricardo Alberto<|>Aloonso, Germán René<|>Salmici, José<|>Quiroz, Zenón<|>Ferragaut, Claudia<|>Arroyo, Oscar<|>Hasapov, Basilio<|>Corso, María Eugenia<|>Moruga, Víctor<|>Niño Gomez, Alicia<|>Berardo, Liliana<|>Pinto, Mónica;Dolmann, Inés<|>Luna, Fabio<|>Velázquez, Silvia Beatriz<|>Jeifetz, Ricardo Alberto<|>Aloonso, Germán René<|>Salmici, José<|>Quiroz, Zenón<|>Ferragaut, Claudia<|>Arroyo, Oscar Rafael Antonio<|>Hasapov, Basilio<|>Corso, María Eugenia<|>Moruga, Víctor<|>Niño Gomez, Alicia<|>Berardo, Liliana<|>Pinto, Mónica
035977;v22_Autor_personal;Williams, J.^red.;Williams, Jonathan^red.
036108;v22_Autor_personal;Volzone, C.<|>Garrido, L.B.<|>Ortiga, J.<|>Cesio, A.M.<|>Cantera, C.<|>Venaruzzo, J.L.;Volzone, Cristina<|>Garrido, L.B.<|>Ortiga, J.<|>Cesio, A.M.<|>Cantera, Carlos Santos<|>Venaruzzo, J.L.
036658;v22_Autor_personal;Cantera, C. S.<|>Goya, L.<|>García, R.<|>Sofía, A.;Cantera, Carlos Santos<|>Goya, L.<|>García, R.<|>Sofía, A.
037479;v22_Autor_personal;Corengia, Pablo<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.<|>Broitman, E.;Corengia, Pablo<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado<|>Broitman, E.
037482;v22_Autor_personal;Corengia, Pablo<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.<|>Broitman, E.;Corengia, Pablo<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado<|>Broitman, E.
038263;v22_Autor_personal;Pescio, Francisco<|>Zunini, Hernán<|>Basso, Claudio Pedro<|>Divo de Sesar, Marta<|>Frank, Rodolfo G.<|>Pelicano, Alicia E.<|>Vieites, Carlos María;Pescio, Francisco<|>Zunini, Hernán Lucas<|>Basso, Claudio Pedro<|>Divo de Sesar, Marta<|>Frank, Rodolfo G.<|>Pelicano, Alicia E.<|>Vieites, Carlos María
038321;v22_Autor_personal;Yonni, Fernando<|>Fasoli, Héctor J.<|>Alvarez, Horacio;Yonni, Fernando<|>Fasoli, Héctor J.<|>Álvarez, Juan Horacio
038412;v22_Autor_personal;Martínez, Laura<|>Alvarez, Horacio<|>Del Val, Susana;Martínez, Laura<|>Álvarez, Juan Horacio<|>Del Val, Susana
038598;v22_Autor_personal;Miró Specos, M.M.<|>García, J.J.<|>Tornesello, J.<|>Marino, P.<|>Della Vecchia, M.<|>Defain Tesoriero, M.V. <|>Hermida, L.G.;Miró Specos, M.M.<|>García, J.J.<|>Tornesello, J.<|>Marino, P.<|>Della Vecchia, Miguel Ángel<|>Defain Tesoriero, M.V. <|>Hermida, L.G.
038640;v22_Autor_personal;Álvarez, Jorge<|>Muñoz, Roberto L.;Álvarez, José Jorge Enrique<|>Muñoz, Roberto L.
039065;v22_Autor_personal;Castañeda, Roberto<|>Borbonet, Sergio<|>Ibarra, Aldo<|>Ipar, José Luis<|>Vásquez, Angélica María<|>Contreras, Carmen Brito<|>Purtschert, Norberto<|>Alfonso, Ruby;Castañeda, Roberto Aníbal<|>Borbonet, Sergio<|>Ibarra, Aldo<|>Ipar, José Luis<|>Vásquez, Angélica María<|>Contreras, Carmen Brito<|>Purtschert, Norberto<|>Alfonso, Ruby
039086;v22_Autor_personal;Román, Mario<|>Castañeda, Roberto;Román, Mario<|>Castañeda, Roberto Aníbal
039322;v22_Autor_personal;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Ybarra, G.<|>Moina, Carlos<|>Mingolo, N.<|>Brühl, S.<|>Cabo, A.;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Ybarra, Gabriel Omar<|>Moina, Carlos<|>Mingolo, N.<|>Brühl, S.<|>Cabo, Amado
039323;v22_Autor_personal;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Quinteiro, Mario<|>Cabo, A.<|>Brühl, S.<|>Sommadossi, S.;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Quinteiro, Mario<|>Cabo, Amado<|>Brühl, S.<|>Sommadossi, S.
039324;v22_Autor_personal;Calahonra, M. C.<|>Las Heras, Evangelina de<|>La Serna, Fernando de<|>Corengia, Pablo<|>Ybarra, Gabriel<|>Svoboda, H.;Calahonra, M. C.<|>Las Heras, Evangelina de<|>La Serna, Fernando de<|>Corengia, Pablo<|>Ybarra, Gabriel<|>Svoboda, Hernán Gabriel
039333;v22_Autor_personal;Cabo, A.<|>Las Heras, Evangelina de<|>Corengia, Pablo<|>Walther, Federico<|>Brühl, S.;Cabo, Amado<|>Las Heras, Evangelina de<|>Corengia, Pablo<|>Walther, Federico<|>Brühl, S.
039335;v22_Autor_personal;Egidi, Daniel<|>Corengia, Pablo<|>García Alonso-García, D.<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.;Egidi, Daniel<|>Corengia, Pablo<|>García Alonso-García, D.<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado
039336;v22_Autor_personal;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Quinteiro, Mario<|>Cabo, A.<|>Brühl, S.;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Quinteiro, Mario<|>Cabo, Amado<|>Brühl, S.
039337;v22_Autor_personal;Martínez Krahmer, Daniel<|>Russo, Diego<|>Egidi, Daniel<|>Traverso, Paulo<|>Corengia, Pablo<|>Cabo, A.;Martínez Krahmer, Daniel<|>Russo, Diego<|>Egidi, Daniel<|>Traverso, Paulo<|>Corengia, Pablo<|>Cabo, Amado
039338;v22_Autor_personal;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado
039341;v22_Autor_personal;Corengia, Pablo<|>Traverso, M.G.<|>García Alonso-García, D.<|>Egidi, Daniel<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.;Corengia, Pablo<|>Traverso, M.G.<|>García Alonso-García, D.<|>Egidi, Daniel<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado
039342;v22_Autor_personal;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, A.;Corengia, Pablo<|>Egidi, Daniel<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Moina, Carlos<|>Cabo, Amado
039345;v22_Autor_personal;Svoboda, H.<|>Conterno, Gabriela<|>Vedia, L.A. de;Svoboda, Hernán Gabriel<|>Conterno, Gabriela<|>Vedia, L.A. de
039346;v22_Autor_personal;Martínez Krahmer, Daniel<|>Russo, Diego<|>Egidi, Daniel<|>Las Heras, Evangelina de<|>Corengia, Pablo<|>Cabo, A.;Martínez Krahmer, Daniel<|>Russo, Diego<|>Egidi, Daniel<|>Las Heras, Evangelina de<|>Corengia, Pablo<|>Cabo, Amado
039347;v22_Autor_personal;Walther, Federico<|>Parodi, María Belén<|>Egidi, Daniel<|>Corengia, Pablo<|>Quinteiro, Mario<|>Cabo, A.;Walther, Federico<|>Parodi, María Belén<|>Egidi, Daniel<|>Corengia, Pablo<|>Quinteiro, Mario<|>Cabo, Amado
039348;v22_Autor_personal;Walther, Federico<|>Egidi, Daniel<|>Corengia, Pablo<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Cabo, A.;Walther, Federico<|>Egidi, Daniel<|>Corengia, Pablo<|>Quinteiro, Mario<|>Ybarra, Gabriel<|>Cabo, Amado
039349;v22_Autor_personal;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Cabo, A.<|>Brühl, S.;Las Heras, Evangelina de<|>Walther, Federico<|>Corengia, Pablo<|>Cabo, Amado<|>Brühl, S.
039350;v22_Autor_personal;Calahonra, M. C.<|>Egidi, Daniel<|>Las Heras, Evangelina de<|>La Serna, Fernando de<|>Corengia, Pablo<|>Svoboda, H.;Calahonra, M. C.<|>Egidi, Daniel<|>Las Heras, Evangelina de<|>La Serna, Fernando de<|>Corengia, Pablo<|>Svoboda, Hernán Gabriel
